Headlines,Author_Dates,Summaries,Author,Date
PM Modi says India’s contribution towards 4th Industrial Revolution will be astonishing,"PTI - 11 October, 2018","He also said that India's diversity, demographic potential and digital infrastructure will make it a global hub for research.",PTI ," 11 October, 2018"
India may seek extension of 4 November deadline for oil import from Iran,"Mahua Venkatesh - 11 October, 2018",India is hoping to get a waiver from US sanctions as it cut down oil import from Iran in the last few months.,Mahua Venkatesh ," 11 October, 2018"
PhD scholar-turned-Hizbul militant Mannan Wani killed in Kashmir encounter,"Rahiba R. Parveen - 11 October, 2018","Ashiq Hussain, an associate of Mannan Wani, was also killed in the encounter that took place in north Kashmir's Handwara area.",Rahiba R. Parveen ," 11 October, 2018"
"Ganga crusader GD Agrawal, on fast since 22 June, dies in Haridwar","Deeksha Bhardwaj - 11 October, 2018","The 86-year-old IIT-Kanpur professor had survived on just 3 glasses of water since 22 June. Three days ago, Agrawal gave up even that.",Deeksha Bhardwaj ," 11 October, 2018"
Tax raid on Raghav Bahl: Editors Guild says motivated searches will undermine media freedom,"ThePrint Team - 11 October, 2018",Editors Guild of India says the tax administration should not exercise its powers in a way that could be seen as intimidation of the...,ThePrint Team ," 11 October, 2018"
New corruption survey says 56% Indians admitted to paying a bribe in last one year,"Nandita Singh - 11 October, 2018","Property registration and land issue authorities found to be most corrupt departments, cash dominated as primary mode of paying bribe.",Nandita Singh ," 11 October, 2018"
India will soon find out whether sanctions will apply after Russia deal: Donald Trump,"PTI - 11 October, 2018","The Countering America's Adversaries Through Sanctions Act is a US federal law that imposed sanctions on Iran, North Korea and Russia.",PTI ," 11 October, 2018"
The Quint’s Raghav Bahl warns tax sleuths not to access journalistic material during raid,"ThePrint Team - 11 October, 2018",Income Tax dept searches premises of Raghav Bahl’s The Quint in a case of alleged tax evasion.,ThePrint Team ," 11 October, 2018"
"For new IITs, govt sets some ground rules — no swimming pool, food court with public money","Neelam Pandey - 11 October, 2018","New rules say IITs and centrally-funded institutes like NITs must have “smart” classrooms, hostels should have LAN and Wi-Fi facilities.",Neelam Pandey ," 11 October, 2018"
Modi govt’s plan to allow lateral entry into IAS is stuck,"Amrita Nayak Dutta - 11 October, 2018","UPSC and Cabinet Secretariat are confused about how to take the matter forward. The 6,000 applications haven’t even been sorted yet.",Amrita Nayak Dutta ," 11 October, 2018"
"Modi govt, BJP plan to ride out #MeToo storm against minister M.J. Akbar","Sanya Dhingra - 10 October, 2018","Modi cabinet discusses charges of sexual harassment against M.J. Akbar, some ministers say they are from his time as editor and might die down soon.",Sanya Dhingra ," 10 October, 2018"
Lt Gen Asim Munir is Pakistan’s new ISI chief,"Sajjad Hussain - 10 October, 2018",Munir was conferred Hilal-i-Imtiaz—Pakistan's second highest civilian award—earlier this year.,Sajjad Hussain ," 10 October, 2018"
"Shripad Amrit Dange, the overshadowed beacon of Indian Communism","Ratnadeep Choudhary - 10 October, 2018","On his 119th birth anniversary, ThePrint remembers the man who founded one prominent Communist party and was responsible for the birth of another.",Ratnadeep Choudhary ," 10 October, 2018"
"Domestic migration makes people sadder and less calm, finds study","Priyamvada Grover - 10 October, 2018",Domestic migration in developing countries such as India and Pakistan primarily involves rural inhabitants leaving for urban centres in search of jobs,Priyamvada Grover ," 10 October, 2018"
"Govt’s lawyer in Rohingya, Article 35A and Loya cases is India’s new Solicitor General","Ritika Jain - 10 October, 2018","Tushar Mehta, who is originally from the Gujarat High Court, will hold the post till 30 June 2020.",Ritika Jain ," 10 October, 2018"
Cyclone Titli intensifies into severe cyclonic storm,"PTI - 10 October, 2018",Titli has intensified into a severe cyclonic storm over Bay of Bengal and is moving towards Odisha-Andhra Pradesh coast.,PTI ," 10 October, 2018"
Ashoke Kumar Sen – India’s inevitable law minister for decades,"Sankalita Dey - 10 October, 2018","Ashoke Sen served as law minister from the tenure of India's first Prime Minister Jawaharlal Nehru to that of Rajiv Gandhi, the sixth PM.",Sankalita Dey ," 10 October, 2018"
The latest bright idea from an IIT lab — cars that run on water and aluminium,"Kritika Sharma - 10 October, 2018","IIT-Roorkee engineers develop electric car prototype that needs ‘refuelling’ not recharging, say it won’t cost any more than your petrol or diesel vehicle.",Kritika Sharma ," 10 October, 2018"
Former Bangladesh PM Khaleda Zia’s son sentenced to life in 2004 grenade attack case,"PTI - 10 October, 2018",A court in Bangladesh sentenced 19 people to death and 19 others to life imprisonment in the 2004 attack on Awami League rally targeting then opposition leader Sheikh Hasina.,PTI ," 10 October, 2018"
"Explain how you decided to buy Rafale jets, Supreme Court asks Modi govt","PTI - 10 October, 2018",The top court clarified that it does not want information on pricing and technical particulars.,PTI ," 10 October, 2018"
"Another adoption controversy hits Bhopal agency Udaan, this time it’s from Bahrain","Sanya Dhingra - 10 October, 2018","Bahrain couple, who adopted 8-year old girl from Bhopal adoption agency Udaan in July, now wants to send her back as she is displaying 'violent behaviour'.",Sanya Dhingra ," 10 October, 2018"
Nikki Haley’s exit gives Trump another opportunity to reshape his team in his image,"Hal Brands - 10 October, 2018",Haley’s overarching goal was to avoid tying herself too closely to Trump personally without incurring his ire or that of his base.,Hal Brands ," 10 October, 2018"
India’s national highways have ‘black spots’ and they are dangerous,"Ifrah Mufti - 10 October, 2018",National Highways Authority of India has identified 506 ‘black spots’ — stretches that have become notorious for accidents.,Ifrah Mufti ," 10 October, 2018"
"For Punjab’s crusading IAS officer, stubble burning is not behind Delhi’s air pollution","Chitleen K Sethi - 10 October, 2018","Kahan Singh Pannu has done it all, from finding solution to Punjab's stubble burning and groundwater problems to exposing scams.",Chitleen K Sethi ," 10 October, 2018"
Gujarat is home to some of India’s best villages but Telangana’s Tellapur is No. 1,"Ruhi Tewari - 10 October, 2018","Rural Development Ministry’s rankings show Punjab is second to Gujarat in the number of villages in the top 30, while Andhra has the most in top 10.",Ruhi Tewari ," 10 October, 2018"
#MeToo storm gets Symbiosis media college to act against ‘harassment culture’ on campus,"Priyamvada Grover - 9 October, 2018",Students and alumni of Pune's Symbiosis Centre for Media and Communication took to social media to accuse professors and peers of harassment.,Priyamvada Grover ," 9 October, 2018"
"Editors Guild throws its weight behind #MeToo victims, says guilty must be punished","ThePrint Team - 9 October, 2018","Editors Guild stresses the need to hold ‘unbiased inquiries into all reported cases’, says training and awareness necessary to prevent such incidents.",ThePrint Team ," 9 October, 2018"
"Women in Kashmir join #MeToo movement, accuse journalists & politician of abuse","Rahiba R. Parveen - 9 October, 2018","A Kashmir women's right body has released a list identifying alleged perpetrators of sexual harassment and abuse, promising a 'part two'.",Rahiba R. Parveen ," 9 October, 2018"
Supreme Court refuses urgent hearing on plea seeking review of Sabarimala verdict,"PTI - 9 October, 2018","Organisations including, the Nair Service Society (NSS) and Delhi-based Chetana Conscience of Women had filed review petitions.",PTI ," 9 October, 2018"
UIDAI plans to set up Aadhaar Seva Kendras at the cost of Rs 300-400 crore,"PTI - 9 October, 2018","The project is in addition to UIDAI’s 30,000 centres and will cover 53 cities across India to offer enrolment and updation, among other services.",PTI ," 9 October, 2018"
Amrapali Group directors arrested for failing to follow Supreme Court orders,"Ritika Jain - 9 October, 2018","Three directors of Amrapali — promoter Anil Sharma, Shiv Priya and Ajay Kumar — will remain in custody till documents are handed over for an audit.",Ritika Jain ," 9 October, 2018"
"9 dead, 14 hurt in blast at Bhilai Steel Plant","PTI - 9 October, 2018",The blast took place in a pipeline near coke oven section of the plant in Bhilai town.,PTI ," 9 October, 2018"
"3 trains carried Rohingyas to south India, terror outfit recruiting them: IB report","Ananya Bhardwaj - 9 October, 2018","Intelligence Bureau report says people from Harkat-ul-Jihad al-Islami, a terror outfit active in Bangladesh and Pakistan, were spotted among the refugees.",Ananya Bhardwaj ," 9 October, 2018"
"Maneka Gandhi wants minors to be able to report sexual abusers at any age, experts split","Sanya Dhingra - 9 October, 2018","Experts acknowledge challenge in proving child sexual abuse years later, but say at least discussion around suffering of the victim has started.",Sanya Dhingra ," 9 October, 2018"
Veteran actor Alok Nath accused of rape by writer-producer Vinta Nanda,"Deeksha Bhardwaj - 9 October, 2018","Alok Nath, popular for his many roles as the large-hearted family patriarch, allegedly raped Vinta Nanda in the 1990s.",Deeksha Bhardwaj ," 9 October, 2018"
"This Ganga crusader is on a fast unto death, will give up water to save the river","Deeksha Bhardwaj - 9 October, 2018",G.D. Agrawal began his fast unto death for an ‘eternal’ Ganga on 22 June. He has had only three glasses of water every day since then.,Deeksha Bhardwaj ," 9 October, 2018"
Indian Army chief’s plan to cut cadre and restructure force faces opposition from within,"Sujan Dutta - 9 October, 2018",The Indian Army HQ claimed in a paper that the reforms proposed by Indian Army chief General Bipin Rawat would usher in a 'revolution in military affairs'.,Sujan Dutta ," 9 October, 2018"
‘Eminent’ Jio Institute to get off the ground in early 2019,"Neelam Pandey - 9 October, 2018","Reliance Foundation to zero in on design for Jio Institute soon, buildings will reflect 'Indian heritage and ethos'.",Neelam Pandey ," 9 October, 2018"
Central govt is bearing the brunt of severe shortage of IAS officers,"Amrita Nayak Dutta - 9 October, 2018","The Centre, which relies on states for IAS officers, has only 34 per cent of the officers it should ideally have.",Amrita Nayak Dutta ," 9 October, 2018"
BrahMos Aerospace engineer held for allegedly leaking infomation to Pakistan,"PTI - 8 October, 2018",The engineer was nabbed in a joint operation by the Uttar Pradesh and Maharashtra Anti-Terrorism Squads.,PTI ," 8 October, 2018"
