Headlines,Summaries,Author,Date,Day,Month,Year,Day_Of_Week,Result_Headline,Result_Summary,Positive_Headline,Neutral_Headline,Negative_Headline,Positive_Summary,Neutral_Summary,Negative_Summary,Result_Headline_negative,Result_Headline_neutral,Result_Headline_positive,Result_Summary_negative,Result_Summary_neutral,Result_Summary_positive
two-member panel probe mumbai ’ s complaint inflated adani power bill,political party congress mn bjp accused adani power arbitrarily hiking tariff burdening consumer,Manasi Phadke ,12/7/2018,7,12,2018,4,negative,negative,0.0,0.02,0.98,0.0,0.12,0.88,1,0,0,1,0,0
mistake led amritsar train tragedy dussehra,theprint brings excerpt report submitted punjab government detail mistake led amritsar train tragedy,Chitleen K Sethi ,12/7/2018,7,12,2018,4,negative,negative,0.0,0.0,1.0,0.0,0.02,0.98,1,0,0,1,0,0
soldier posted j & k emerges ‘ key suspect ’ murder bulandshahr cop,medium report soldier jitender malik fired shot killed sho subodh kumar singh cop investigating role,Aditi Vatsa ,12/7/2018,7,12,2018,4,negative,negative,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0,1,0,0
isb professor dr krishnamurthy subramanian appointed chief economic adviser,dr krishnamurthy subramanian take arvind subramanian tenure year new delhi government friday appointed isb hyderabad professor krishnamurthy subramanian ...,PTI ,12/7/2018,7,12,2018,4,neutral,neutral,0.01,0.99,0.0,0.0,1.0,0.0,0,1,0,0,1,0
sc issue notice ed mallya ’ s plea proceeding declare fugitive economic offender,supreme court issued notice vijay mallya plea refused stay proceeding mumbai special court,PTI ,12/7/2018,7,12,2018,4,negative,negative,0.0,0.08,0.92,0.0,0.15,0.85,1,0,0,1,0,0
sobha sajju technology helped kerala mother 3 beat fake nude video,half year ostracism having child taken away today sobha sajju stand vindicated,Regina Mihindukulasuriya ,12/7/2018,7,12,2018,4,negative,neutral,0.23,0.08,0.69,0.2,0.65,0.15,1,0,0,0,1,0
study proven health benefit pollution mask air purifier,expert mask purifier reduce effect particulate matter health benefit cloud,Rahiba R. Parveen ,12/7/2018,7,12,2018,4,neutral,neutral,0.43,0.52,0.05,0.38,0.6,0.02,0,1,0,0,1,0
ia association activates idle welfare fund help colleague fight coal scam taint,ia association thrown weight coal secretary h.c. gupta convicted coal block allocation scam,Sanya Dhingra ,12/7/2018,7,12,2018,4,negative,negative,0.0,0.01,0.99,0.0,0.0,1.0,1,0,0,1,0,0
punjab panel blame railway staff & dussehra event organiser amritsar train tragedy,61 people killed amritsar train tragedy october mowed watching ravan dahan dussehra,Chitleen K Sethi ,12/7/2018,7,12,2018,4,negative,negative,0.0,0.01,0.99,0.0,0.0,1.0,1,0,0,1,0,0
modi govt want engineering mba student talk & dress like iit iim peer,first-ever policy meant boost job prospect government want campus placement mandatory technical institute,Kritika Sharma ,12/7/2018,7,12,2018,4,neutral,positive,0.05,0.94,0.01,0.58,0.33,0.09,0,1,0,0,0,1
cbi asks trouble letting ajit doval ‘ guide ’ christian michel extradition,cbi given fresh leg allegation senior officer national security advisor ajit doval influenced investigation,Ananya Bhardwaj ,12/7/2018,7,12,2018,4,negative,neutral,0.01,0.04,0.95,0.4,0.43,0.17,1,0,0,0,1,0
j & k finance minister haseeb drabu resigns pdp,letter posted drabu personal twitter handle said exit pdp coming,PTI ,12/6/2018,6,12,2018,3,neutral,neutral,0.01,0.95,0.04,0.0,0.96,0.04,0,1,0,0,1,0
"15,000 death year pothole accident alarming say supreme court",indicates authority concerned maintaining road properly bench headed justice madan b lokur said,PTI ,12/6/2018,6,12,2018,3,negative,negative,0.0,0.0,1.0,0.25,0.19,0.56,1,0,0,1,0,0
bjp leader named bulandshahr violence case release video claiming innocence,day key accused case bajrang dal leader released video claiming innocence bjp leader,PTI ,12/6/2018,6,12,2018,3,negative,negative,0.0,0.03,0.97,0.0,0.04,0.96,1,0,0,1,0,0
govt remove kashmiri language portal kashmiri pandits object,kashmiri pandits claim version language based script widely muslim valley,Kritika Sharma ,12/6/2018,6,12,2018,3,neutral,neutral,0.01,0.98,0.01,0.01,0.8,0.19,0,1,0,0,1,0
delhi sikh shrine body chief refuse resign despite order akali dal chief,meeting delhi sikh gurdwara management committee thursday fresh election executive committee announced,Chitleen K Sethi ,12/6/2018,6,12,2018,3,neutral,neutral,0.01,0.68,0.31,0.07,0.93,0.0,0,1,0,0,1,0
uttar pradesh cm adityanath meet family policeman killed bulandshahr violence,government announced extraordinary pension road college named police inspector,PTI ,12/6/2018,6,12,2018,3,negative,neutral,0.0,0.03,0.97,0.06,0.89,0.05,1,0,0,0,1,0
calcutta high court say ’ t permission bjp rath yatra rally state refuse,west bengal government refused allow bjp rally scheduled friday cooch behar ground cause communal tension,PTI ,12/6/2018,6,12,2018,3,neutral,negative,0.0,0.58,0.42,0.0,0.04,0.96,0,1,0,1,0,0
mumbai consumer cry foul high adani power bill state promise relief,adani power insists ‘ inflated ’ electricity bill back-to-back coincidental factor regulator set announce finding friday,Manasi Phadke ,12/6/2018,6,12,2018,3,negative,negative,0.08,0.16,0.76,0.01,0.17,0.82,1,0,0,1,0,0
navjot kaur sidhu given ‘ clean chit ’ probe amritsar train tragedy,punjab minister navjot singh sidhu wife navjot kaur sidhu chief guest dussehra event amritsar train tragedy claimed 60 life,PTI ,12/6/2018,6,12,2018,3,negative,negative,0.31,0.07,0.62,0.0,0.24,0.76,1,0,0,1,0,0
1 8 death india linked air pollution say study lancet,study say maharashtra delhi bihar worst affected add air pollution reduced life expectancy country 1.7 year,Rahiba R. Parveen ,12/6/2018,6,12,2018,3,negative,negative,0.0,0.03,0.97,0.0,0.0,1.0,1,0,0,1,0,0
extraordinary situation need extraordinary remedy cvc tell sc cbi v cbi case,central vigilance commission remark hearing cbi director alok verma plea centre decision divest power,PTI ,12/6/2018,6,12,2018,3,neutral,neutral,0.48,0.51,0.01,0.01,0.97,0.02,0,1,0,0,1,0
mp savitribai phule resigns bjp say party dividing society,mp bahraich uttar pradesh long critical party leadership,PTI ,12/6/2018,6,12,2018,3,neutral,neutral,0.0,0.99,0.01,0.01,0.62,0.37,0,1,0,0,1,0
brief history cat kilkenny & linked cbi ’ s internal feud,myth cartoon mysterious cat century engaged mutually destructive battle power,Deeksha Bhardwaj ,12/6/2018,6,12,2018,3,neutral,negative,0.04,0.59,0.37,0.01,0.14,0.85,0,1,0,1,0,0
tigress avni killed self-defence conservation body say scathing report,report ntca found series unauthorised action led killing avni alleged man-eating tigress maharashtra month,Sanya Dhingra ,12/6/2018,6,12,2018,3,negative,negative,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0,1,0,0
india ’ s # metoo accused action – wedding bell & celebratory cake,# metoo movement india exposed high-profile men alleged sexual predator 'misdeeds ' forgotten,Nandita Singh ,12/6/2018,6,12,2018,3,negative,neutral,0.01,0.21,0.78,0.0,0.67,0.33,1,0,0,0,1,0
liberhan panel said babri masjid demolition conspiracy involved,liberhan commission took 17 year complete inquiry held senior bjp leader responsible demolition babri masjid,Deeksha Bhardwaj ,12/6/2018,6,12,2018,3,negative,neutral,0.01,0.41,0.58,0.01,0.85,0.14,1,0,0,0,1,0
facebook commercially exploited user data boost business & punish rival email,trove facebook internal email posted online including ceo mark zuckerberg show user data bargaining chip rival,Nate Lanxon ,12/6/2018,6,12,2018,3,negative,neutral,0.0,0.01,0.99,0.01,0.87,0.12,1,0,0,0,1,0
day sohrabuddin case trial cbi say couldn ’ t establish chain event,judge s.j sharma tell prosecutor sohrabuddin case foregone conclusion 92 witness turned hostile,Manasi Phadke ,12/5/2018,5,12,2018,2,neutral,negative,0.01,0.98,0.01,0.0,0.03,0.97,0,1,0,1,0,0
‘ ’ money vijay mallya tell indian bank,mallya tweeted saying offered repay 100 cent principal bank,P. R. Sanjai ,12/5/2018,5,12,2018,2,neutral,negative,0.03,0.95,0.02,0.1,0.19,0.71,0,1,0,1,0,0
youth congress leader appears christian michel court spark controversy,advocate aljo k. joseph twitter bio say youth congress appeared michel delhi court cbi sought custody,Neelam Pandey ,12/5/2018,5,12,2018,2,neutral,neutral,0.01,0.53,0.46,0.01,0.98,0.01,0,1,0,0,1,0
agustawestland middleman christian michel sent 5-day cbi custody,michel produced delhi court allowed five-day custodial interrogation cbi,PTI ,12/5/2018,5,12,2018,2,neutral,neutral,0.02,0.96,0.02,0.01,0.98,0.01,0,1,0,0,1,0
agustawestland scam christian michel ’ s extradition impact,christian michel allegedly middleman brokered agustawestland helicopter deal paid bribe official politician,Amrita Nayak Dutta ,12/5/2018,5,12,2018,2,negative,negative,0.0,0.0,1.0,0.01,0.29,0.7,1,0,0,1,0,0
cbi officer fighting like kilkenny cat exposed agency ridicule attorney general venugopal,absolutely essential centre step act tussle officer said,PTI ,12/5/2018,5,12,2018,2,negative,positive,0.01,0.14,0.85,0.51,0.47,0.02,1,0,0,0,0,1
study help farmer indian scientist help crop grow safely arsenic soil,indian scientist uk conducted pilot study growing barley arsenic contaminated soil looking rice plant,PTI ,12/5/2018,5,12,2018,2,neutral,neutral,0.15,0.85,0.0,0.0,0.95,0.05,0,1,0,0,1,0
hindi news channel editor ‘ thrives provoking ’ hindu muslim sentiment,widely shared tweet suresh chavhanke sudarshan news tried link bulandshahr violence muslim congregation 40 km away,Amrita Nayak Dutta ,12/5/2018,5,12,2018,2,positive,negative,0.71,0.27,0.02,0.0,0.03,0.97,0,0,1,1,0,0
ia officer including hc gupta 3 year jail coal scam,coal secretary h.c. gupta ia officer accused irregular allocation coal block west bengal private firm,Ritika Jain ,12/5/2018,5,12,2018,2,negative,negative,0.0,0.0,1.0,0.01,0.39,0.6,1,0,0,1,0,0
supreme court accepts centre ’ s draft witness protection scheme,draft witness protection scheme category witness based threat perception,PTI ,12/5/2018,5,12,2018,2,neutral,negative,0.27,0.73,0.0,0.01,0.06,0.93,0,1,0,1,0,0
modi world ’ s favourite leader instagram thanks davos shot & pix virushka,narendra modi emerged followed world leader instagram million ahead president donald trump according study,Priyamvada Grover ,12/5/2018,5,12,2018,2,positive,neutral,0.7,0.3,0.0,0.0,0.99,0.01,0,0,1,0,1,0
vijay mallya offer pay 100 % owes bank pleads ‘ ’,series tweet vijay mallya said offered pay 100 % principal bank government offer refused,ThePrint Team ,12/5/2018,5,12,2018,2,neutral,negative,0.01,0.99,0.0,0.0,0.06,0.94,0,1,0,1,0,0
6-year probe & multinational hunt christian michel james brought india,"said key accused r 3,600 crore agustawestland scam christian michel james arrived india tuesday night",Ananya Bhardwaj ,12/5/2018,5,12,2018,2,neutral,negative,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,1,0,0
dreaded dead law ia officer convicted coal scam,government servant lashed conviction ia officer h.c. gupta section 13 ( 1 ) ( d ) ( iii ) prevention corruption act,Sanya Dhingra ,12/5/2018,5,12,2018,2,negative,negative,0.0,0.0,1.0,0.01,0.26,0.73,1,0,0,1,0,0
alleged agustawestland middleman christian michel extradited india,michel british national wanted india connection agustawestland vvip chopper scam,PTI ,12/4/2018,4,12,2018,1,neutral,negative,0.02,0.93,0.05,0.0,0.0,1.0,0,1,0,1,0,0
gautam gambhir announces retirement form cricket,gambhir played 58 test 2004 2016 scoring 4154 run average 41.95,PTI ,12/4/2018,4,12,2018,1,neutral,neutral,0.01,0.99,0.0,0.0,0.97,0.03,0,1,0,0,1,0
cop allegedly shot sohrabuddin sheikh say case based ‘ conjecture ’,inspector abdul rehman alleges ‘ assumption ’ cbi probe cop accused killing tulsiram prajapati pleads self-defence,Manasi Phadke ,12/4/2018,4,12,2018,1,neutral,negative,0.01,0.76,0.23,0.0,0.0,1.0,0,1,0,1,0,0
mob set police post fire screaming ‘ maaro maaro ’ – bulandshahr cop ’ s witness account,sub-inspector subhash chandra witness alleges mob surrounded sho subodh kumar singh snatched pistol took away phone,Aditi Vatsa ,12/4/2018,4,12,2018,1,negative,neutral,0.0,0.19,0.81,0.03,0.8,0.17,1,0,0,0,1,0
punjab minister bibi jagir kaur acquitted daughter ’ s death case,harpreet pregnancy terminated march 2000 sedated confined house,PTI ,12/4/2018,4,12,2018,1,negative,neutral,0.0,0.02,0.98,0.01,0.78,0.21,1,0,0,0,1,0
bibi jagir kaur acquitted daughter ’ s death case badal loyalist sgpc head,18 year trial case bibi jagir kaur lost support badals akali dal,Chitleen K Sethi ,12/4/2018,4,12,2018,1,negative,negative,0.0,0.02,0.98,0.11,0.06,0.83,1,0,0,1,0,0
india grant business visa extension 15 year provision regular visa,union home secretary rajiv gauba said friendly visa regime fostering “ ease business ”,PTI ,12/4/2018,4,12,2018,1,neutral,positive,0.0,1.0,0.0,0.71,0.29,0.0,0,1,0,0,0,1
india ’ s & elephant hospital ‘ illegal ’ say central zoo authority,central zoo authority say elephant hospital run ngo took permission ngo claim doesn ’ t need cza permission,Sanya Dhingra ,12/4/2018,4,12,2018,1,negative,neutral,0.0,0.05,0.95,0.03,0.96,0.01,1,0,0,0,1,0
sit framing gauri lankesh ’ s murder sanatan sanstha refutes charge,sit named organised crime syndicate allegedly inspired sanatan sanstha book additional charge sheet filed court recently,PTI ,12/4/2018,4,12,2018,1,negative,negative,0.0,0.09,0.91,0.0,0.1,0.9,1,0,0,1,0,0
cop safe nhrc pull govt police bulandshahr violence,nhrc issue notice chief secretary state dgp asking detailed report week new delhi national human right commission ...,Maneesh Chhibber ,12/4/2018,4,12,2018,1,negative,neutral,0.03,0.03,0.94,0.05,0.84,0.11,1,0,0,0,1,0
psu status j & k bank legal connotation governor satya pal malik,governor say psu proposal make new change promise review accountability legislature defends decision bring bank rti,Rahiba R. Parveen ,12/4/2018,4,12,2018,1,neutral,neutral,0.0,1.0,0.0,0.02,0.89,0.09,0,1,0,0,1,0
modi govt reject demand higher military service pay 1 lakh personnel affected,"87,646 junior commissioned officer 25,434 personnel navy indian air force affected decision finance ministry",PTI ,12/4/2018,4,12,2018,1,negative,neutral,0.0,0.29,0.71,0.0,1.0,0.0,1,0,0,0,1,0
bulandshahr reality check yogi adityanath — star outside question mark home,bulandshahr violence come adityanath bjp ’ s star campaigner go modi ’ s claim good governance question cm ’ s ability rule,Ruhi Tewari ,12/4/2018,4,12,2018,1,neutral,negative,0.02,0.86,0.12,0.06,0.26,0.68,0,1,0,1,0,0
# metoo era woman finance losing critical male mentor,men simply avoid jerk,Gillian Tan ,12/4/2018,4,12,2018,1,negative,negative,0.0,0.03,0.97,0.01,0.0,0.99,1,0,0,1,0,0
ngt fine arvind kejriwal govt r 25 crore letting delhi choke,tribunal say money deposited central pollution borad say failure abide order lead r 10 crore month fine,Priyamvada Grover ,12/4/2018,4,12,2018,1,negative,negative,0.0,0.08,0.92,0.0,0.0,1.0,1,0,0,1,0,0
coal scam convict hc gupta ’ s son want ‘ upright ’ ia officer like father,hc gupta ’ s son sarthak say father ’ s legal tribulation coal scam ‘ disheartening ’ driven enter ia,Sanya Dhingra ,12/4/2018,4,12,2018,1,negative,negative,0.01,0.02,0.97,0.0,0.0,1.0,1,0,0,1,0,0
supreme court allows income tax department reopen national herald tax case rahul & sonia,supreme court restrained i-t department implementing order proceeding rahul sonia gandhi till pendency matter court,PTI ,12/4/2018,4,12,2018,1,neutral,neutral,0.03,0.97,0.0,0.05,0.93,0.02,0,1,0,0,1,0
"4,000 case pending mp & mlas say report submitted supreme court",bench headed chief justice ranjan gogoi issue criminal case present legislator pil,PTI ,12/4/2018,4,12,2018,1,neutral,neutral,0.0,0.99,0.01,0.02,0.52,0.46,0,1,0,0,1,0
investigative agency maintain integrity professional standard arun jaitley,jaitley laid 'few cardinal affair ' investigative agency follow achieve utmost level perfection,PTI ,12/4/2018,4,12,2018,1,neutral,positive,0.07,0.92,0.01,0.71,0.29,0.0,0,1,0,0,0,1
court asks sohrabuddin probe silent tulsiram prajapati till cbi took,cbi court asks investigation reason sohrabuddin sheikh linked lashkar-e-taiba gujarat police fir,Manasi Phadke ,12/4/2018,4,12,2018,1,neutral,neutral,0.0,0.98,0.02,0.0,0.97,0.03,0,1,0,0,1,0
india ’ s battle world ’ s worst smog caught bureaucratic haze,sheer scale india ’ s toxic sky making progress fight reduce pollution difficult,Iain Marlow ,12/4/2018,4,12,2018,1,negative,negative,0.0,0.0,1.0,0.0,0.01,0.99,1,0,0,1,0,0
patient hurt faulty johnson & johnson hip implant begin getting damage soon,government sent johnson & johnson formula devised compensate patient faulty hip implant firm sought time respond,Himani Chandna ,12/4/2018,4,12,2018,1,negative,negative,0.0,0.0,1.0,0.0,0.01,0.99,1,0,0,1,0,0
judge say sohrabuddin case unexplained gap cbi asks court discard testimonial,cbi said killing case staged defect probe ground grant benefit accused,PTI ,12/3/2018,3,12,2018,0,negative,negative,0.0,0.03,0.97,0.0,0.01,0.99,1,0,0,1,0,0
trump writes imran khan seeking help bring taliban negotiating table,development come week trump said pakistan ' damn thing ',Sajjad Hussain ,12/3/2018,3,12,2018,0,neutral,negative,0.08,0.91,0.01,0.0,0.0,1.0,0,1,0,1,0,0
maharashtra farmer destroys plantation despair earning 20 paisa kg brinjal crop,distraught farmer uprooted brinjal plant field threw away,PTI ,12/3/2018,3,12,2018,0,negative,negative,0.0,0.06,0.94,0.0,0.0,1.0,1,0,0,1,0,0
sri lankan court bar mahinda rajapaksa acting prime minister,irreparable damage caused person entitled sit prime minister cabinet minister court said according person attended hearing,PTI ,12/3/2018,3,12,2018,0,positive,negative,0.88,0.11,0.01,0.0,0.0,1.0,0,0,1,1,0,0
